img_file_name,question_german,question_english,answer_german,answer_english,chain_of_thought,chain_of_thought2,confidence_explanation,confidence,corrected_answer_german,corrected_answer_english
2020.acl-main.210.pdf-Figure6.png,"Was ist der Unterschied in der Prozentzahl der Annotationen, die von den Top 20 Annotatoren im Vergleich zu den Top 10 Annotatoren abgedeckt werden?",What is the difference in the percentage of annotations covered by the top 20 annotators compared to the top 10 annotators?,The difference between the percentage of annotations covered by the top 20 and top 10 annotators is 17%.,Der Unterschied zwischen dem Prozentsatz der von den Top 20 und Top 10 Annotatoren abgedeckten Anmerkungen beträgt 17 %.,The top 10 annotators cover roughly 58% of annotations.  The top 20 annotators cover about 75% of annotations.,Find the percentage for the top 10 and top 20 and calculate the difference. The difference between 75% and 58% is 17%.,The percentage values were estimated based on the graph and may not be completely accurate.,90,Der Unterschied zwischen dem Prozentsatz der von den Top 20 und Top 10 Annotatoren abgedeckten Anmerkungen beträgt 18 %.,The difference between the percentage of annotations covered by the top 20 and top 10 annotators is 18%.
2020.acl-main.210.pdf-Figure6.png,"Wie hoch ist die durchschnittliche Prozentzahl der Annotationen, die von den Top 30 Annotatoren abgedeckt werden?",What is the average percentage of annotations covered by each annotator within the top 30?,"This cannot be answered from the information given. The graph only shows the cumulative percentage covered by the top annotators, not the average percentage per annotator.","Dies kann anhand der gegebenen Informationen nicht beantwortet werden. Die Grafik zeigt nur den kumulierten Prozentsatz, der von den Top-Annotatoren abgedeckt wird, nicht den durchschnittlichen Prozentsatz pro Annotator.","The graph shows the cumulative percentage of annotations covered, not the amount each individual annotator contributed.",The graph does not have information about the percentage covered by each annotator only the total by the top 'x' number of annotators.,The graph and axis labels clearly state that the percentages are cumulative and there is no information available to determine individual contributions.,100,True,True
2020.acl-main.210.pdf-Figure6.png,"Stimmt es, dass der Prozentsatz der von den Top 5 Annotatoren abgedeckten Annotationen geringer ist als der kombinierte Prozentsatz der von den nächsten 5 Annotatoren (Top 6-10) abgedeckten Annotationen?",Is it true that the percentage of annotations covered by the top 5 annotators is less than the combined percentage of annotations covered by the next 5 annotators (top 6-10)?,"No, the percentage of annotations covered by the top 5 annotators is more than the combined percentage covered by the next 5. ","Nein, der Prozentsatz der von den Top 5 Annotatoren abgedeckten Anmerkungen ist höher als der kombinierte Prozentsatz der nächsten 5.",The top 5 annotators cover just under 40% of annotations. The top 10 cover around 58% of annotations. This means annotators 6-10 covered about 18% of the annotations (58% - 40% = 18%).,Find the difference between the percentage covered by the top 10 annotators and the top 5. 18% is less than 40%.,"The top 5 cover roughly 40% of the annotations whereas the next 5 only cover around 18%, making the initial statement false.",95,"Nein, der Prozentsatz der von den Top 5 Annotatoren abgedeckten Anmerkungen ist höher als der kombinierte Prozentsatz der nächsten 5.","No, the percentage of annotations covered by the top 5 annotators is more than the combined percentage covered by the next 5."
2020.acl-main.210.pdf-Figure6.png,"Basierend auf dem Trend in der Grafik, welcher Prozentsatz der Daten wäre schätzungsweise von den Top 100 Annotatoren abgedeckt worden?","Based on the trend shown in the graph, what percentage of the data would you estimate to be covered by the top 100 annotators?","Based on the trend shown in the graph, it is likely that the top 100 annotators would cover nearly 100% of the data.","Basierend auf dem in der Grafik gezeigten Trend ist es wahrscheinlich, dass die Top 100 Annotatoren fast 100 % der Daten abdecken würden.","The graph shows a plateauing trend, nearing 100% as the number of annotators increases. With 50 annotators already covering well over 90%, it is likely that this nears 100% with 100 annotators.","The graph is already nearing 100% with only 50 annotators, it is likely to keep increasing as more annotators are added, but will it reach 100%?","It is impossible to say for certain without further data, however, the trend suggests that it is very likely to approach 100% coverage.",85,"Basierend auf dem in der Grafik gezeigten Trend ist es wahrscheinlich, dass die Top 100 Annotatoren fast 100 % der Daten abdecken würden.","Based on the trend shown in the graph, it is likely that the top 100 annotators would cover nearly 100% of the data."
2020.acl-main.217.pdf-Figure4.png,Welches Balkenmuster repräsentiert die Datenreihe 'Gold'? ,What is the pattern of the bar that represents the 'Gold' data series?,The 'Gold' data series is represented by yellow bars with a cross-hatch pattern.,Die Datenreihe 'Gold' wird durch gelbe Balken mit einem Kreuzschraffurmuster dargestellt.,The question asks about the visual pattern of the 'Gold' bars. I need to look at the legend to identify 'Gold' and then describe its pattern.,The legend clearly uses color and pattern to distinguish bars. I'll describe the 'Gold' bar's visual style.,The legend clearly links 'Gold' to the specific visual style.  The image resolution is good enough to be sure.,100,Die Datenreihe 'Gold' wird durch gelbe Balken mit einem Kreuzschraffurmuster dargestellt.,The 'Gold' data series is represented by yellow bars with a cross-hatch pattern.
2020.acl-main.217.pdf-Figure4.png,Ist der Wert des hellblauen Balkens für 40 Stunden größer als der Wert des dunkelblauen Balkens für 20 Stunden?,Is the value of the light blue bar at 40 hours greater than the value of the dark blue bar at 20 hours?,"Yes, the light blue bar at 40 hours is taller than the dark blue bar at 20 hours, indicating a greater value.","Ja, der hellblaue Balken bei 40 Stunden ist höher als der dunkelblaue Balken bei 20 Stunden, was auf einen höheren Wert hinweist.","I need to find the light blue bar at 40 hours and the dark blue bar at 20 hours, read their values, and compare.","Instead of exact values, I can visually estimate if the light blue bar is taller, suggesting a higher value.",Bar charts directly represent values with height.  The visual difference is clear.,95,"Nein, der hellblaue Balken bei 40 Stunden ist niedriger als der dunkelblaue Balken bei 20 Stunden.","No, the light blue bar at 40 hours is lower than the dark blue bar at 20 hours."
2020.acl-main.217.pdf-Figure4.png,Was ist der Durchschnitt der Werte aller Balken bei 20 Stunden?,What is the average of the values of all bars at 20 hours?,The average of the bar values at 20 hours is approximately 24.5.,"Der Durchschnitt der Balkenwerte bei 20 Stunden beträgt etwa 24,5.","I need to identify all bars at the 20-hour mark, read their values, sum them, and divide by the number of bars.",The values are not easy to precisely read.  My average might be slightly off.,"While I can read the values, some are less precise due to the image.  I've estimated as best possible.",85,Der Durchschnitt der Balkenwerte bei 20 Stunden beträgt etwa 24.,The average of the bar values at 20 hours is approximately 24.
2020.acl-main.217.pdf-Figure4.png,"Welches der drei Trainingsdatensets (160 Stunden, 40 Stunden, 20 Stunden) zeigt den größten Unterschied zwischen dem BLEU-Score der 'Gold'-Datenreihe und dem BLEU-Score der 'Low'-Datenreihe?","Which of the three training data sets (160hr, 40hr, 20hr) shows the largest difference between the BLEU score of the 'Gold' data series and the BLEU score of the 'Low' data series?",The 160-hour training data set shows the largest difference between the 'Gold' and 'Low' BLEU scores.,Das 160-Stunden-Trainingsdatenset weist den größten Unterschied zwischen den BLEU-Scores von 'Gold' und 'Low' auf.,"For each data set, I need to find the difference in height between the 'Gold' and 'Low' bars. The largest difference indicates the answer.","Visually, I can compare the gaps between 'Gold' and 'Low' for each data set.  The widest gap represents the largest difference.","The gap between 'Gold' and 'Low' is clearly widest at the 160-hour mark, even without exact value calculation.",95,Das 160-Stunden-Trainingsdatenset weist den größten Unterschied zwischen den BLEU-Scores von 'Gold' und 'Low' auf.,The 160-hour training data set shows the largest difference between the 'Gold' and 'Low' BLEU scores.
2020.acl-main.217.pdf-Figure4.png,"Welche Telefonqualitätsstufe, abgesehen von Gold, führt bei 160 Trainingsstunden zu der besten BLEU-Bewertung?","Which phone quality level, excluding Gold, results in the best BLEU score at 160 training hours?","At 160 training hours, 'High' phone quality results in the best BLEU score, excluding 'Gold'.","Bei 160 Trainingsstunden führt die Telefonqualität 'Hoch' zum besten BLEU-Score, ausgenommen 'Gold'.","At the 160-hour mark, I need to ignore the 'Gold' bar and find the tallest remaining bar, indicating the best BLEU score.",Color-coding helps. I'll find the tallest bar that's not the 'Gold' color.,"The 'High' bar is the tallest at 160 hours after excluding the 'Gold' bar, making the answer straightforward.",98,"Bei 160 Trainingsstunden führt die Telefonqualität 'Hoch' zum besten BLEU-Score, ausgenommen 'Gold'.","At 160 training hours, 'High' phone quality results in the best BLEU score, excluding 'Gold'."
2020.acl-main.244.pdf-Figure1.png,Welche Farbe repräsentiert die Datenreihe mit der Bezeichnung 'IID Data (Images)'?,What color represents the data series labeled 'IID Data (Images)'?,The data series labeled 'IID Data (Images)' is represented by blue.,Die Datenreihe mit der Bezeichnung 'IID Data (Images)' wird durch die Farbe Blau dargestellt.,"The question asks about the color representation of a specific data series. To answer this, I will locate the label 'IID Data (Images)' in the graph's legend and identify the color associated with it.","I will double check if there are any other data series with a similar name that could cause confusion. After confirming the correct label, I will match the color to ensure accuracy.",I am confident in my answer as the label and color are clearly visible in the graph's legend. There is no ambiguity in the graph's presentation.,100,Die Datenreihe mit der Bezeichnung 'IID Data (Images)' wird durch die Farbe Blau dargestellt.,The data series labeled 'IID Data (Images)' is represented by blue.
2020.acl-main.244.pdf-Figure1.png,Ist der Wert für 'Pearson Correlation (%)' für 'BERT Base' bei 'IID Data (Images)' höher als bei 'OOD Data (MSRvid)'?,Is the 'Pearson Correlation (%)' value for 'BERT Base' higher for 'IID Data (Images)' compared to 'OOD Data (MSRvid)'?,"Yes, the 'Pearson Correlation (%)' value for 'BERT Base' is higher for 'IID Data (Images)' than for 'OOD Data (MSRvid)'.","Ja, der Wert für 'Pearson Correlation (%)' für 'BERT Base' ist bei 'IID Data (Images)' höher als bei 'OOD Data (MSRvid)'.","First, I'll locate the bars corresponding to 'BERT Base' on the x-axis. Then, I'll compare the heights of the blue bar ('IID Data (Images)') and the red bar ('OOD Data (MSRvid)') for 'BERT Base.'","To ensure accuracy, I'll check if the y-axis represents 'Pearson Correlation (%)' which measures the performance. I'll also verify that the colors align with the data series mentioned in the question.","My answer is based on direct observation of the bar graph, and the question accurately describes the data series and the metric used.",100,"Ja, der Wert für 'Pearson Correlation (%)' für 'BERT Base' ist bei 'IID Data (Images)' höher als bei 'OOD Data (MSRvid)'.","Yes, the 'Pearson Correlation (%)' value for 'BERT Base' is higher for 'IID Data (Images)' than for 'OOD Data (MSRvid)'."
2020.acl-main.244.pdf-Figure1.png,Was ist die durchschnittliche 'Pearson Correlation (%)' über alle Modelle bei Verwendung von 'IID Data (Images)'?,What is the average 'Pearson Correlation (%)' across all models when using 'IID Data (Images)'?,The average 'Pearson Correlation (%)' for 'IID Data (Images)' across all seven models is approximately 68%. This is an estimated average based on visual inspection of the bar heights.,"Die durchschnittliche 'Pearson Correlation (%)' für 'IID Data (Images)' über alle sieben Modelle beträgt etwa 68%. (Hinweis: Dies ist ein geschätzter Durchschnitt, der auf der visuellen Überprüfung der Balkenhöhen basiert).","To calculate the average, I need to sum the 'Pearson Correlation (%)' values for 'IID Data (Images)' (represented by blue bars) for each model and divide by the total number of models.","Since the graph does not provide precise numerical values, I'll estimate the heights of the blue bars and calculate the average. However, this estimation might introduce slight inaccuracies.","While I am confident in my approach, the confidence score is slightly reduced due to the estimation involved in reading the bar heights. A more precise calculation would require exact values.",85,"Die durchschnittliche 'Pearson Correlation (%)' für 'IID Data (Images)' über alle sieben Modelle beträgt etwa 75%. (Hinweis: Dies ist ein geschätzter Durchschnitt, der auf der visuellen Überprüfung der Balkenhöhen basiert).",The average 'Pearson Correlation (%)' for 'IID Data (Images)' across all seven models is approximately 75%. This is an estimated average based on visual inspection of the bar heights.
2020.acl-main.244.pdf-Figure1.png,Welches Modell zeigt die geringste Verbesserung der 'Pearson Correlation (%)' zwischen 'IID Data (Images)' und 'OOD Data (MSRvid)'?,Which model shows the smallest improvement in 'Pearson Correlation (%)' from 'IID Data (Images)' to 'OOD Data (MSRvid)'?,The model that shows the smallest improvement from 'IID Data (Images)' to 'OOD Data (MSRvid)' is BERT Large. Both IID and OOD data result in a 'Pearson Correlation (%)' of about 90%.,"Das Modell, das die geringste Verbesserung von 'IID Data (Images)' zu 'OOD Data (MSRvid)' zeigt, ist BERT Large. Sowohl IID- als auch OOD-Daten führen zu einer 'Pearson Correlation (%)' von etwa 90 %.","To determine this, I need to compare the difference in height between the blue ('IID Data (Images)') and red ('OOD Data (MSRvid)') bars for each model. The model with the smallest difference exhibits the least improvement.",I'll visually inspect each model's bars and identify the one with the least noticeable difference between the blue and red bars.,"My answer relies on a visual comparison of bar heights, which might not be perfectly accurate. However, the difference in heights for BERT Large is minimal, making it the most likely answer.",90,"Das Modell, das die geringste Verbesserung von 'IID Data (Images)' zu 'OOD Data (MSRvid)' zeigt, ist ""RoBERTa"".","The model that shows the least improvement from 'IID Data (Images)' to 'OOD Data (MSRvid)' is ""RoBERTa""."
2020.acl-main.244.pdf-Figure1.png,"Bestätigt die Abbildung die Aussage im Text, dass die Generalisierungsleistung von RoBERTa im Gegensatz zu LSTM tatsächlich steigt?","Does the figure support the text's statement that, unlike LSTM, RoBERTa's generalization performance actually increases?","Yes, the figure supports this statement. RoBERTa's performance on 'OOD Data (MSRvid)' is slightly higher than on 'IID Data (Images),' indicating increased generalization performance. Conversely, LSTM shows a decrease in performance for 'OOD Data (MSRvid)' compared to 'IID Data (Images).'","Ja, die Abbildung unterstützt diese Aussage. Die Leistung von RoBERTa bei 'OOD Data (MSRvid)' ist geringfügig höher als bei 'IID Data (Images)', was auf eine gesteigerte Generalisierungsleistung hindeutet. Umgekehrt zeigt LSTM eine Leistungsabnahme für 'OOD Data (MSRvid)' im Vergleich zu 'IID Data (Images)'","To verify this, I'll analyze the performance trend for both models.  If RoBERTa's performance (Pearson Correlation) is higher for OOD Data (MSRvid)' compared to 'IID Data (Images)', its generalization performance increases. Conversely, if LSTM shows the opposite trend, the statement is supported.", I'll specifically compare the heights of the red bars (OOD) to the blue bars (IID) for both RoBERTa and LSTM to determine if the statement holds true.,"I am confident in my answer as it aligns with the observed trends in the graph. RoBERTa's red bar is taller than its blue bar, while LSTM's red bar is shorter, supporting the statement.",100,"Ja, die Abbildung unterstützt diese Aussage. Die Leistung von RoBERTa bei 'OOD Data (MSRvid)' ist geringfügig höher als bei 'IID Data (Images)', was auf eine gesteigerte Generalisierungsleistung hindeutet. Umgekehrt zeigt LSTM eine Leistungsabnahme für 'OOD Data (MSRvid)' im Vergleich zu 'IID Data (Images)'","Yes, the figure supports this statement. RoBERTa's performance on 'OOD Data (MSRvid)' is slightly higher than on 'IID Data (Images),' indicating increased generalization performance. Conversely, LSTM shows a decrease in performance for 'OOD Data (MSRvid)' compared to 'IID Data (Images).'"
2020.acl-main.244.pdf-Figure4.png,Welche Farbe repräsentiert das Modell mit dem niedrigsten 'False Alarm Rate' für den Datensatz 'SNLI'?,Which color represents the model with the lowest 'False Alarm Rate' for the 'SNLI' dataset?,Blue (BERT Large),Blau (BERT Large),"The question asks for the color associated with the model that has the lowest 'False Alarm Rate' for the 'SNLI' dataset. To answer this, first identify the 'SNLI' dataset on the x-axis, then find the bar with the lowest height (since a lower 'False Alarm Rate' is better) corresponding to that dataset, and lastly, determine the color of that bar using the legend.","An alternative approach is to go through each model type in the legend and find their corresponding bars for the 'SNLI' dataset. Compare the heights of these bars and pick the color of the bar with the least height, indicating the lowest 'False Alarm Rate'.","I am very confident in my answer because I followed the steps accurately and double-checked by comparing the bar heights for the 'SNLI' dataset. The blue bar representing 'BERT Large' is clearly the shortest, indicating the lowest 'False Alarm Rate'.",95,Blau (BERT Large),Blue (BERT Large)
2020.acl-main.244.pdf-Figure4.png,Ist der 'False Alarm Rate' für 'Bag of Words' im Durchschnitt höher als für 'BERT Large'?,Is the 'False Alarm Rate' for 'Bag of Words' higher on average than for 'BERT Large'?,"Yes, the 'False Alarm Rate' for 'Bag of Words' is higher on average than for 'BERT Large'.","Ja, der 'False Alarm Rate' für 'Bag of Words' ist im Durchschnitt höher als für 'BERT Large'.","The question requires comparing the average 'False Alarm Rates' for 'Bag of Words' and 'BERT Large'. To do this, locate the 'Average' column on the x-axis. Compare the heights of the red bar ('Bag of Words') and the blue bar ('BERT Large').  If the red bar is taller, then the 'False Alarm Rate' for 'Bag of Words' is higher on average.","Alternatively, one could visually estimate the average height of the bars representing 'Bag of Words' and 'BERT Large' across all datasets. Then compare the average heights to determine which model has a higher average 'False Alarm Rate'.",I am confident in my answer because the red bar ('Bag of Words') is significantly taller than the blue bar ('BERT Large') in the 'Average' column. This clearly indicates that 'Bag of Words' has a higher average 'False Alarm Rate' than 'BERT Large'.,90,"Ja, der 'False Alarm Rate' für 'Bag of Words' ist im Durchschnitt höher als für 'BERT Large'.","Yes, the 'False Alarm Rate' for 'Bag of Words' is higher on average than for 'BERT Large'."
2020.acl-main.244.pdf-Figure4.png,Was ist die Summe der 'False Alarm Rates' für 'LSTM word2vec' auf allen fünf Datensätzen?,What is the sum of the 'False Alarm Rates' for 'LSTM word2vec' across all five datasets?,Approximately 330,Ungefähr 330,"First, identify the bars representing 'LSTM word2vec', which is purple according to the legend. Then, for each dataset (20 NG, Multi30K, RTE, SNLI, WMT16), estimate the height of the purple bar. Add up these five height estimations to get an approximate sum of 'False Alarm Rates' for 'LSTM word2vec'.","It might be helpful to use a ruler to measure the height of each purple bar in centimeters or millimeters, then convert the measurements to approximate 'False Alarm Rates' using the y-axis scale. Sum up these values to obtain the total 'False Alarm Rate'.","I am moderately confident in my answer. Estimating the height of each bar and adding them up involves some degree of approximation. While I tried to be as accurate as possible, there is a margin for error in visual estimation.",70,Ungefähr 550,Approximately 550
2020.acl-main.244.pdf-Figure4.png,"Welches Modell weist den größten Unterschied im 'False Alarm Rate' zwischen dem Datensatz, auf dem es am besten abschneidet, und dem Datensatz, auf dem es am schlechtesten abschneidet, auf?","Welches Modell weist den größten Unterschied im 'False Alarm Rate' zwischen dem Datensatz, auf dem es am besten abschneidet, und dem Datensatz, auf dem es am schlechtesten abschneidet, auf?",ConvNet word2vec,ConvNet word2vec,"For each model, identify the dataset where the model performs the best (lowest bar) and the dataset where it performs the worst (highest bar).  Calculate the difference in bar heights for each model. The model with the largest difference in bar heights has the largest difference in 'False Alarm Rate'.","Alternatively, visually inspect each model's bars across all datasets. Identify the model whose bars show the most drastic change in height, from the lowest to the highest point. This model likely has the largest difference in 'False Alarm Rate'.","I am fairly confident in my answer. By visually comparing the differences in bar heights for each model, 'ConvNet word2vec' (orange bars) shows the most significant variation, indicating the largest difference in 'False Alarm Rate' between its best and worst-performing datasets.",80,Avg. word2vec,Avg. word2vec
2020.acl-main.244.pdf-Figure4.png,"Stimmt es, dass laut Bildunterschrift Modelle wie 'Bag of Words', 'word2vec averages' und 'LSTMs' bei der Klassifizierung von Out-of-Distribution-Beispielen häufig sicherer sind als bei der Klassifizierung von In-Distribution-Testbeispielen?","According to the caption, is it true that models such as 'Bag of Words', 'word2vec averages', and 'LSTMs' are frequently more confident when classifying Out-of-Distribution examples than when classifying In-Distribution test examples?","Yes, the caption states that these models are near random chance and frequently more confident when classifying OOD examples than when classifying IID test examples.","Ja, in der Bildunterschrift heißt es, dass diese Modelle nahezu zufällig sind und bei der Klassifizierung von Out-of-Distribution-Beispielen häufig sicherer sind als bei der Klassifizierung von In-Distribution-Testbeispielen.","Read the caption of the figure carefully. Look for information related to the confidence of the mentioned models ('Bag of Words', 'word2vec averages', and 'LSTMs') when classifying Out-of-Distribution (OOD) examples versus In-Distribution (IID) examples. Based on the information in the caption, determine whether the statement is true or false.",Focus on phrases in the caption that mention model confidence or related terms like 'anomaly score' or 'softmax probability' in the context of OOD and IID examples.  See if these phrases support or contradict the statement in the question.,"I am very confident in my answer. The caption clearly states that models like 'Bag of Words', 'word2vec averages', and 'LSTMs' are 'frequently more confident when classifying OOD examples than when classifying IID test examples'.",95,"Ja, in der Bildunterschrift heißt es, dass diese Modelle nahezu zufällig sind und bei der Klassifizierung von Out-of-Distribution-Beispielen häufig sicherer sind als bei der Klassifizierung von In-Distribution-Testbeispielen.","Yes, the caption states that these models are near random chance and frequently more confident when classifying OOD examples than when classifying IID test examples."
2020.acl-main.252.pdf-Figure1.png,"Welche Datenreihe, Parallel oder Monolingual, hat im Allgemeinen mehr Trainingsdaten pro Sprache?","Which data series, Parallel or Monolingual, generally has more training samples per language?",Monolingual,Monolingual,The bars representing Monolingual data are higher than the bars representing Parallel data for every language in the chart.,"Higher bars on a bar chart indicate a larger value, thus indicating more training samples.",The chart clearly shows that monolingual data has more training samples than parallel data for each language.,100,Monolingual,Monolingual
2020.acl-main.252.pdf-Figure1.png,Ist die Anzahl der parallelen Trainingsdaten für Französisch (fr) größer oder kleiner als die für Finnisch (fi)?,Is the number of parallel training samples for French (fr) larger or smaller than that for Finnish (fi)?,Larger,Größer,Locate the bars representing French (fr) and Finnish (fi) on the chart. The bar for French is taller than the bar for Finnish.,"A taller bar indicates a larger value. Therefore, French has more parallel training samples than Finnish.",The chart clearly indicates that French has more parallel training samples than Finnish.,100,Größer,Larger
2020.acl-main.252.pdf-Figure1.png,Wie hoch ist das Verhältnis zwischen der Anzahl der parallelen Trainingsdaten für die Sprache mit den meisten parallelen Daten und der Sprache mit den wenigsten parallelen Daten?,What is the ratio between the number of parallel training samples for the language with the most parallel data and the language with the least parallel data?,The ratio is approximately 600:1.,Das Verhältnis beträgt etwa 600:1.,"The language with the most parallel data appears to be Czech (cs) with about 60 million samples. The language with the least is Gujarati (gu) with less than 1 million, likely closer to 0.1 million (100,000).","Dividing the larger number by the smaller number, we get a ratio of 60 million / 0.1 million = 600.","The exact values are difficult to determine from the chart, but the estimated ratio of 600:1 reflects the significant difference in parallel data size.",80,Das Verhältnis beträgt etwa 600:1.,The ratio is approximately 600:1.
2020.acl-main.252.pdf-Figure1.png,Welche Sprache weist den größten Unterschied in der Anzahl der Trainingsdaten zwischen parallelen und monolingualen Daten auf?,Which language shows the largest difference in the number of training samples between parallel and monolingual data?,German (de),Deutsch (de),Visually compare the difference in bar heights for each language. German (de) appears to have the largest difference.,No other language shows a difference in bar height as significant as German.,"The visual difference in bar heights is significant for German, making it a confident answer.",95,Gujarati (gu),Gujarati (gu)
2020.acl-main.252.pdf-Figure1.png,Wie viele Millionen monolingualer Trainingsdaten sind für die Sprache mit dem größten Unterschied zwischen parallelen und monolingualen Daten verfügbar?,How many million monolingual training samples are available for the language with the biggest difference between parallel and monolingual data?,German (de) has approximately 270 million monolingual training samples.,Deutsch (de) verfügt über etwa 270 Millionen monolinguale Trainingsdaten.,We identified German (de) as having the biggest difference in the previous question. Its monolingual data bar reaches a point between 200 million and 300 million.,"Estimating the value based on the chart's scale, German appears to have around 270 million monolingual training samples.",The answer is an estimation based on the chart's scale. There is a possibility of slight inaccuracy in the exact number.,90,Gujarati (gu) verfügt über etwa 650 Millionen monolinguale Trainingsdaten.,Gujarati (gu) has about 650 million monolingual training data.
2020.acl-main.263.pdf-Figure2.png,Welche Farbe repräsentiert die 'Morpheus Adversarial Distribution' im oberen Diagramm?,What colour represents the 'Morpheus Adversarial Distribution' in the top graph?,Orange,Orange,The question asks about the top graph. I need to find the label for 'Morpheus Adversarial Distribution'.,The legend is the key to answering this question. I should double check the colors against the question.,The legend clearly shows the 'Morpheus Adversarial Distribution' is represented by the orange bars. This is a direct visual confirmation.,100,Orange,Orange
2020.acl-main.263.pdf-Figure2.png,Ist der Balken für die 'Original Distribution' höher als der Balken für die 'Morpheus Adversarial Distribution' bei 'NN' im oberen Diagramm?,Is the bar for the 'Original Distribution' taller than the bar for the 'Morpheus Adversarial Distribution' at 'NN' in the top graph?,Yes,Ja,I need to focus on the 'NN' section of the top graph and compare the height of the blue ('Original') and orange ('Morpheus') bars.,Visual comparison is key. I should be careful about potential optical illusions.,The blue bar ('Original Distribution') for 'NN' is visibly taller than the corresponding orange bar ('Morpheus Adversarial Distribution').,95,Ja,Yes
2020.acl-main.263.pdf-Figure2.png,Was ist die Summe der Proportionen aller drei Verteilungen für 'NNS' in the unteren Diagramm (ungefähr)?,What is the approximate sum of the proportions of all three distributions for 'NNS' in the bottom graph?,Approximately 0.55,"Ungefähr 0,55",The question targets the bottom graph and the 'NNS' section. I need to estimate the height of each bar representing the three distributions.,"I should use the y-axis values to guide my estimation, but being aware it's an approximation.","The blue bar appears to be slightly above 0.2, the green bar a little under 0.25, and the orange bar around 0.1. Summing these rough estimations gets us close to 0.55.",85,"Ungefähr 0,4",Approximately 0.4
2020.acl-main.263.pdf-Figure2.png,Im unteren Diagramm: Welche Verteilung hat den niedrigsten Anteil für 'VB' und welche den höchsten?,"In the bottom graph, which distribution has the lowest proportion for 'VB' and which has the highest?","The 'Morpheus Adversarial Distribution' (orange) has the lowest proportion for 'VB', and the 'Adversarial Training Set Distribution' (green) has the highest.","Die 'Morpheus Adversarial Distribution' (orange) hat den niedrigsten Anteil für 'VB', und die 'Adversarial Training Set Distribution' (grün) hat den höchsten.",I need to compare the heights of the bars for the three distributions specifically at the 'VB' point in the bottom graph.,Identifying the lowest and highest bars visually is the key. The colors will guide me to the correct distribution names.,A direct visual comparison confirms the orange bar ('Morpheus Adversarial Distribution') is the lowest and the green bar ('Adversarial Training Set Distribution') is the highest at 'VB'.,95,"Die 'Morpheus Adversarial Distribution' (orange) hat den niedrigsten Anteil für 'VB', und die 'Original Training Set Distribution' (blau) hat den höchsten.","The 'Morpheus Adversarial Distribution' (orange) has the lowest proportion for 'VB', and the 'Original Training Set Distribution' (blue) has the highest."
2020.acl-main.263.pdf-Figure2.png,Welche POS-Tags zeigen die größten Unterschiede in der Verteilung zwischen dem originalen Datensatz und den von MORPHEUS gefundenen Adversarial Examples im oberen Diagramm?,Which POS tags show the largest distributional differences between the original dataset and the adversarial examples found by MORPHEUS in the top graph?,"NN, NNS, and VBG show the most significant distributional differences.","NN, NNS und VBG zeigen die größten Unterschiede in der Verteilung.",This requires comparing the heights of blue ('Original') and orange ('Morpheus') bars for each POS tag in the top graph and identifying the largest discrepancies.,Focusing on the magnitude of the difference rather than just which bar is taller is important here.,"While several tags show differences, the height differences between the blue and orange bars are most pronounced for NN, NNS, and VBG, making them the most substantial distributional differences.",90,NN und NNS zeigen die größten Unterschiede in der Verteilung.,NN and NNS show the largest differences in distribution.
2020.acl-main.263.pdf-Figure4.png,Welche Farbe stellt die Datenreihe mit der Bezeichnung 'Unsorted Morpheus Adversarial Distribution' dar?,What color represents the data series labeled 'Unsorted Morpheus Adversarial Distribution'?,Green,Grün,"The question asks to identify the color of a specific data series label. To answer this, I will look at the legend of the graph and match the label to its color.", I will double-check the label in the question and compare it to the legend to ensure I have the correct color.,I am confident in this answer because the legend clearly indicates that the 'Unsorted Morpheus Adversarial Distribution' is represented by the green bars.,100,Grün,Green
2020.acl-main.263.pdf-Figure4.png,Ist der Balken für die 'Unsorted Morpheus Adversarial Distribution' bei der POS-Kategorie 'NN' höher als der Balken für die 'Shuffled Morpheus Adversarial Distribution'?,Is the bar for 'Unsorted Morpheus Adversarial Distribution' taller than the bar for 'Shuffled Morpheus Adversarial Distribution' for the POS category 'NN'?,Yes,Ja,"To answer this question, I will first locate the 'NN' category on the x-axis. Then, I will compare the heights of the green bar ('Unsorted') and the orange bar ('Shuffled') for that category.",I will ensure that I am comparing the correct bars by verifying the colors again with the legend.,The green bar for 'Unsorted' is visibly taller than the orange bar for 'Shuffled' in the 'NN' category.,100,Ja,Yes
2020.acl-main.263.pdf-Figure4.png,"Was ist der durchschnittliche Anteil der ersten fünf POS-Kategorien, die durch die Balken der 'Unsorted Morpheus Adversarial Distribution' dargestellt werden?",What is the average proportion of the first five POS categories represented by the bars of 'Unsorted Morpheus Adversarial Distribution'?,0.05,"0,05","First, I will identify the first five POS categories on the x-axis. Then, for each of those categories, I will read the y-value corresponding to the top of the green ('Unsorted') bar. I will add those five proportions and divide the sum by five to get the average.",I will be careful in reading the y-values accurately to avoid calculation errors.,"Although I can estimate the average proportion, providing an exact numerical answer would require precise measurements from the graph, which is difficult without a grid or specific values marked on the bars.",60,"0,04",0.04
